customerID,Churn_Probability,Risk_Label,tenure,MonthlyCharges,TotalCharges,Segment,CLV_Enhanced,CLV_Tier,Churn,Priority,Retention_Strategy
7025-WCBNE,0.045,Low Risk,47,59.6,2754.0,Loyal Customers,1836.0,High Value,No,Low,No Action Needed
5756-JYOJT,0.3005,Low Risk,11,64.9,697.25,At Risk,406.73,Medium Value,No,Low,No Action Needed
4710-FDUIZ,0.4084,Medium Risk,56,100.3,5614.45,Champions,5146.58,Premium,Yes,High,Loyalty Reward
6030-REHUX,0.6195,Medium Risk,28,110.85,3204.4,Champions,2670.33,High Value,No,High,Loyalty Reward
9548-LIGTA,0.0126,Low Risk,61,81.05,4747.65,Champions,4352.01,Premium,No,Low,No Action Needed
5150-LJNSR,0.1518,Low Risk,31,98.05,3082.1,Champions,2568.42,High Value,No,Low,No Action Needed
8270-RKSAP,0.7574,High Risk,9,70.5,597.9,Inactive,249.12,Medium Value,No,High,Discount Offer
6522-YRBXD,0.5446,Medium Risk,35,94.55,3365.4,Champions,2804.5,High Value,No,High,Loyalty Reward
2640-LYMOV,0.3009,Low Risk,2,19.65,38.8,Inactive,9.7,Low Value,No,Low,No Action Needed
1218-VKFPE,0.3449,Low Risk,12,19.0,233.55,Inactive,77.85,Low Value,Yes,Low,No Action Needed
3627-FHKBK,0.8209,High Risk,1,75.3,75.3,At Risk,37.65,Low Value,Yes,High,Email Campaign
2865-TCHJW,0.913,High Risk,4,89.2,346.2,At Risk,201.95,Medium Value,Yes,High,Discount Offer
1423-BMPBQ,0.4673,Medium Risk,1,19.0,19.0,Inactive,4.75,Low Value,No,Medium,SMS Reminder
2393-DIVAI,0.3419,Low Risk,3,20.0,61.7,Inactive,15.42,Low Value,No,Low,No Action Needed
5192-EBGOV,0.9607,High Risk,1,85.7,85.7,At Risk,42.85,Low Value,Yes,High,Email Campaign
4568-KNYWR,0.0648,Low Risk,52,63.25,3342.45,Loyal Customers,2228.3,High Value,No,Low,No Action Needed
8752-IMQOS,0.0645,Low Risk,5,20.1,85.1,Inactive,21.28,Low Value,No,Low,No Action Needed
0742-LAFQK,0.0402,Low Risk,72,99.15,7422.1,Champions,7422.1,Premium,No,Low,No Action Needed
0795-LAFGP,0.0479,Low Risk,71,90.4,6668.05,Champions,6668.05,Premium,No,Low,No Action Needed
0619-OLYUR,0.0418,Low Risk,72,111.9,8071.05,Champions,8071.05,Premium,No,Low,No Action Needed
5512-IDZEI,0.1091,Low Risk,46,24.9,1174.8,At Risk,587.4,Medium Value,No,Low,No Action Needed
0459-SPZHJ,0.0386,Low Risk,63,83.5,5435.0,Champions,4982.08,Premium,No,Low,No Action Needed
0215-BQKGS,0.5222,Medium Risk,30,84.3,2438.6,Loyal Customers,1828.95,High Value,No,High,Loyalty Reward
9244-ZVAPM,0.7444,High Risk,1,45.6,45.6,Inactive,15.2,Low Value,No,High,Email Campaign
0719-SYFRB,0.3153,Low Risk,12,61.65,713.75,At Risk,416.35,Medium Value,Yes,Low,No Action Needed
8208-EUMTE,0.0548,Low Risk,16,54.85,916.15,At Risk,534.42,Medium Value,No,Low,No Action Needed
5172-MIGPM,0.5808,Medium Risk,4,65.55,237.2,At Risk,118.6,Low Value,No,Medium,SMS Reminder
1710-RCXUS,0.2935,Low Risk,51,90.35,4614.55,Champions,3845.46,Premium,No,Low,No Action Needed
0374-FIUCA,0.016,Low Risk,65,20.4,1414.45,At Risk,707.22,Medium Value,No,Low,No Action Needed
5839-SUYVZ,0.5364,Medium Risk,16,74.55,1170.5,At Risk,682.79,Medium Value,No,Medium,SMS Reminder
5173-ZXXXL,0.0511,Low Risk,2,19.95,47.7,Inactive,11.92,Low Value,No,Low,No Action Needed
1096-ADRUX,0.1581,Low Risk,66,74.25,4859.25,Loyal Customers,3644.44,Premium,No,Low,No Action Needed
2001-MCUUW,0.3004,Low Risk,46,108.65,4903.2,Champions,4494.6,Premium,No,Low,No Action Needed
2731-GJRDG,0.472,Medium Risk,32,109.55,3608.0,Champions,3307.33,Premium,No,High,Loyalty Reward
4723-BEGSG,0.0248,Low Risk,72,86.65,6094.25,Champions,5586.4,Premium,No,Low,No Action Needed
6516-NKQBO,0.0408,Low Risk,38,81.0,3084.9,Champions,2570.75,High Value,No,Low,No Action Needed
8672-OAUPW,0.084,Low Risk,51,47.85,2356.75,At Risk,1374.77,High Value,No,Low,No Action Needed
8207-DMRVL,0.0314,Low Risk,72,114.55,8306.05,Champions,8306.05,Premium,No,Low,No Action Needed
3419-SNJJD,0.5177,Medium Risk,65,105.25,6786.4,Champions,6786.4,Premium,Yes,High,Loyalty Reward
6543-CPZMK,0.6058,Medium Risk,9,29.95,248.95,Inactive,62.24,Low Value,Yes,Medium,SMS Reminder
4765-OXPPD,0.3982,Low Risk,9,65.0,663.05,At Risk,331.52,Medium Value,Yes,Low,No Action Needed
2804-ETQDK,0.0113,Low Risk,66,20.55,1357.1,At Risk,678.55,Medium Value,No,Low,No Action Needed
6689-VRRTK,0.3835,Low Risk,44,109.8,4860.35,Champions,4455.32,Premium,No,Low,No Action Needed
7138-GIRSH,0.03,Low Risk,50,69.5,3418.2,Loyal Customers,2278.8,High Value,No,Low,No Action Needed
9396-ZSFLL,0.4664,Medium Risk,15,48.85,631.4,At Risk,315.7,Medium Value,No,Medium,SMS Reminder
6464-KEXXH,0.6127,Medium Risk,8,25.25,186.3,Inactive,46.58,Low Value,No,Medium,SMS Reminder
7134-MJPDY,0.4661,Medium Risk,66,102.85,6976.75,Champions,6976.75,Premium,No,High,Loyalty Reward
5240-CAOYT,0.2383,Low Risk,57,87.55,4884.85,Champions,4070.71,Premium,No,Low,No Action Needed
4059-IIEBK,0.8019,High Risk,7,78.55,522.95,At Risk,261.48,Medium Value,No,High,Discount Offer
4881-JVQOD,0.4365,Medium Risk,10,34.55,362.6,Inactive,120.87,Low Value,No,Medium,SMS Reminder
0516-UXRMT,0.191,Low Risk,62,92.05,5755.8,Champions,5276.15,Premium,No,Low,No Action Needed
4851-BQDNX,0.39,Low Risk,40,85.05,3355.65,Loyal Customers,2237.1,High Value,No,Low,No Action Needed
5148-HKFIR,0.0362,Low Risk,20,19.7,406.95,Inactive,135.65,Low Value,No,Low,No Action Needed
1009-IRMNA,0.3265,Low Risk,7,20.0,137.6,Inactive,34.4,Low Value,Yes,Low,No Action Needed
3003-CMDUU,0.7306,High Risk,25,95.15,2395.7,Loyal Customers,1796.78,High Value,No,Critical,Personal Relationship Manager
5016-IBERQ,0.6254,Medium Risk,23,84.25,1968.1,Loyal Customers,1312.07,High Value,No,High,Loyalty Reward
6797-UCJHZ,0.4038,Medium Risk,66,104.6,6819.45,Champions,6819.45,Premium,No,High,Loyalty Reward
2469-DTSGX,0.0907,Low Risk,72,111.65,7943.45,Champions,7943.45,Premium,No,Low,No Action Needed
4554-YGZIH,0.6037,Medium Risk,49,90.05,4547.25,Champions,3789.38,Premium,Yes,High,Loyalty Reward
5099-BAILX,0.8157,High Risk,43,110.75,4687.9,Champions,4297.24,Premium,Yes,Critical,Personal Relationship Manager
9931-KGHOA,0.237,Low Risk,46,55.0,2473.95,At Risk,1443.14,High Value,No,Low,No Action Needed
1775-KWJKQ,0.0268,Low Risk,72,89.85,6562.9,Champions,6015.99,Premium,No,Low,No Action Needed
7665-VIGUD,0.0719,Low Risk,10,20.35,176.3,Inactive,58.77,Low Value,No,Low,No Action Needed
9411-TPQQV,0.145,Low Risk,40,54.55,2236.2,Loyal Customers,1490.8,High Value,No,Low,No Action Needed
7207-RMRDB,0.7138,High Risk,65,105.5,6985.65,Champions,6985.65,Premium,Yes,Critical,Personal Relationship Manager
7954-MLBUN,0.1385,Low Risk,31,99.45,3109.9,Champions,2591.58,High Value,No,Low,No Action Needed
2077-DDHJK,0.076,Low Risk,68,70.9,4911.35,Champions,4502.07,Premium,No,Low,No Action Needed
4913-EHYUI,0.4648,Medium Risk,56,104.55,5794.65,Champions,5794.65,Premium,Yes,High,Loyalty Reward
0195-IESCP,0.8895,High Risk,10,85.25,855.3,At Risk,498.92,Medium Value,Yes,High,Discount Offer
9574-BOSMD,0.0204,Low Risk,68,25.4,1620.2,At Risk,945.12,High Value,No,Low,No Action Needed
4580-TMHJU,0.4404,Medium Risk,43,56.15,2499.3,At Risk,1457.93,High Value,Yes,High,Loyalty Reward
0970-ETWGE,0.9445,High Risk,1,89.55,89.55,At Risk,44.78,Low Value,Yes,High,Email Campaign
4908-XAXAY,0.237,Low Risk,49,89.85,4287.2,Loyal Customers,3215.4,Premium,No,Low,No Action Needed
8404-VLQFB,0.3486,Low Risk,15,25.25,394.85,Inactive,164.52,Medium Value,No,Low,No Action Needed
1626-ERCMM,0.8525,High Risk,20,94.55,1899.65,Loyal Customers,1424.74,High Value,Yes,Critical,Personal Relationship Manager
0887-HJGAR,0.7759,High Risk,1,45.7,45.7,Inactive,15.23,Low Value,Yes,High,Email Campaign
2391-IPLOP,0.2047,Low Risk,50,69.65,3442.15,Loyal Customers,2294.77,High Value,No,Low,No Action Needed
5644-PDMZC,0.8758,High Risk,2,89.5,161.5,At Risk,94.21,Low Value,Yes,High,Email Campaign
3509-GWQGF,0.5312,Medium Risk,24,70.0,1732.6,Inactive,721.92,Medium Value,No,Medium,SMS Reminder
9576-ANLXO,0.7526,High Risk,3,69.55,222.3,Inactive,74.1,Low Value,Yes,High,Email Campaign
2024-BASKD,0.9075,High Risk,1,74.6,74.6,At Risk,37.3,Low Value,Yes,High,Email Campaign
5845-BZZIB,0.0247,Low Risk,35,20.1,655.3,Inactive,273.04,Medium Value,No,Low,No Action Needed
1140-UKVZG,0.2879,Low Risk,17,24.8,475.25,Inactive,198.02,Medium Value,No,Low,No Action Needed
4160-AMJTL,0.3928,Low Risk,8,19.65,164.3,Inactive,41.08,Low Value,Yes,Low,No Action Needed
5183-SNMJQ,0.7955,High Risk,10,95.1,865.1,Loyal Customers,648.83,Medium Value,No,High,Discount Offer
8100-PNJMH,0.0481,Low Risk,68,88.85,6132.7,Champions,5621.64,Premium,No,Low,No Action Needed
7838-LAZFO,0.178,Low Risk,45,78.8,3597.5,Champions,2997.92,High Value,No,Low,No Action Needed
4464-JCOLN,0.0547,Low Risk,2,19.85,35.9,Inactive,8.98,Low Value,Yes,Low,No Action Needed
2085-JVGAD,0.1594,Low Risk,37,20.35,697.65,Inactive,290.69,Medium Value,No,Low,No Action Needed
5650-VDUDS,0.7044,High Risk,4,24.25,96.05,Inactive,24.01,Low Value,Yes,High,Email Campaign
8095-WANWK,0.3859,Low Risk,10,45.25,428.7,Inactive,178.62,Medium Value,No,Low,No Action Needed
3030-ZKIWL,0.6078,Medium Risk,1,20.05,20.05,Inactive,5.01,Low Value,No,Medium,SMS Reminder
9565-FLVCG,0.0241,Low Risk,65,69.55,4459.15,Loyal Customers,3344.36,Premium,No,Low,No Action Needed
8755-OGKNA,0.0714,Low Risk,57,19.5,1167.6,At Risk,583.8,Medium Value,No,Low,No Action Needed
2800-VEQXM,0.763,High Risk,3,74.75,238.1,At Risk,119.05,Low Value,No,High,Email Campaign
7538-GWHML,0.8006,High Risk,2,69.65,145.15,Inactive,48.38,Low Value,Yes,High,Email Campaign
5533-RJFTJ,0.3662,Low Risk,49,30.2,1453.1,Inactive,605.46,Medium Value,No,Low,No Action Needed
3859-CVCET,0.6144,Medium Risk,4,45.65,191.05,Inactive,63.68,Low Value,Yes,Medium,SMS Reminder
0214-JHPFW,0.0229,Low Risk,70,57.8,4039.3,Loyal Customers,3029.48,Premium,No,Low,No Action Needed
5642-MHDQT,0.1184,Low Risk,53,19.85,1039.45,Inactive,433.1,Medium Value,No,Low,No Action Needed
3088-FVYWK,0.0604,Low Risk,53,25.55,1336.1,At Risk,668.05,Medium Value,No,Low,No Action Needed
3276-HDUEG,0.9268,High Risk,1,75.05,75.05,At Risk,37.52,Low Value,Yes,High,Email Campaign
9092-GDZKO,0.3147,Low Risk,22,24.85,493.4,Inactive,205.58,Medium Value,No,Low,No Action Needed
0823-HSCDJ,0.6946,Medium Risk,52,49.15,2550.9,At Risk,1488.02,High Value,Yes,High,Loyalty Reward
3729-OWRVL,0.238,Low Risk,65,110.35,7246.15,Champions,7246.15,Premium,No,Low,No Action Needed
2324-AALNO,0.1001,Low Risk,48,24.55,1203.95,At Risk,601.98,Medium Value,No,Low,No Action Needed
0822-GAVAP,0.8371,High Risk,2,34.7,62.25,Inactive,15.56,Low Value,Yes,High,Email Campaign
5760-IFJOZ,0.6783,Medium Risk,3,107.95,313.6,Loyal Customers,235.2,Medium Value,No,Medium,SMS Reminder
2826-UWHIS,0.3493,Low Risk,45,81.4,3775.85,Loyal Customers,2517.23,High Value,No,Low,No Action Needed
1448-PWKYE,0.9065,High Risk,1,80.0,80.0,At Risk,40.0,Low Value,Yes,High,Email Campaign
7501-IWUNG,0.0131,Low Risk,61,73.8,4616.05,Champions,3846.71,Premium,No,Low,No Action Needed
4957-TREIR,0.5346,Medium Risk,3,64.4,195.65,At Risk,97.82,Low Value,No,Medium,SMS Reminder
7251-LJBQN,0.5292,Medium Risk,40,103.75,4188.4,Champions,3839.37,Premium,No,High,Loyalty Reward
8040-MNRTF,0.8878,High Risk,1,71.1,71.1,Inactive,29.62,Low Value,No,High,Email Campaign
1536-HBSWP,0.6363,Medium Risk,1,49.9,49.9,Inactive,20.79,Low Value,No,Medium,SMS Reminder
5313-FPXWG,0.0692,Low Risk,51,24.6,1266.4,At Risk,633.2,Medium Value,No,Low,No Action Needed
0067-DKWBL,0.7353,High Risk,2,49.25,91.1,Inactive,37.96,Low Value,Yes,High,Email Campaign
0946-FKYTX,0.1396,Low Risk,52,30.1,1623.4,Inactive,676.42,Medium Value,No,Low,No Action Needed
5076-YVXCM,0.5113,Medium Risk,51,83.4,4149.45,Loyal Customers,2766.3,High Value,No,High,Loyalty Reward
8262-COGGB,0.6401,Medium Risk,1,20.45,20.45,Inactive,5.11,Low Value,No,Medium,SMS Reminder
6663-JOCQO,0.1567,Low Risk,31,75.25,2344.5,Champions,1953.75,High Value,No,Low,No Action Needed
9620-QJREV,0.0307,Low Risk,47,20.55,1013.05,Inactive,422.1,Medium Value,No,Low,No Action Needed
2276-YDAVZ,0.8543,High Risk,3,75.1,270.7,At Risk,135.35,Low Value,Yes,High,Email Campaign
2682-KEVRP,0.0515,Low Risk,22,20.05,417.0,Inactive,139.0,Low Value,No,Low,No Action Needed
2480-JZOSN,0.6553,Medium Risk,1,20.65,20.65,Inactive,5.16,Low Value,No,Medium,SMS Reminder
0078-XZMHT,0.026,Low Risk,72,85.15,6316.2,Champions,5789.85,Premium,No,Low,No Action Needed
5896-NPFWW,0.7591,High Risk,3,50.15,168.15,Inactive,70.06,Low Value,Yes,High,Email Campaign
9978-HYCIN,0.0911,Low Risk,47,84.95,4018.05,Loyal Customers,2678.7,High Value,No,Low,No Action Needed
8338-QIUNR,0.0214,Low Risk,72,66.5,4811.6,Loyal Customers,3608.7,Premium,No,Low,No Action Needed
1525-LNLOJ,0.0681,Low Risk,66,63.3,4189.7,Loyal Customers,3142.27,Premium,No,Low,No Action Needed
9450-TRJUU,0.6925,Medium Risk,35,83.15,2848.45,Loyal Customers,1898.97,High Value,No,High,Loyalty Reward
1766-GKNMI,0.7959,High Risk,29,84.9,2516.2,At Risk,1467.78,High Value,No,Critical,Personal Relationship Manager
6942-LBFDP,0.3461,Low Risk,2,20.55,33.6,Inactive,8.4,Low Value,No,Low,No Action Needed
1456-TWCGB,0.5169,Medium Risk,4,49.25,208.45,Inactive,86.85,Low Value,No,Medium,SMS Reminder
7133-VBDCG,0.4483,Medium Risk,25,79.85,2015.35,At Risk,1175.62,High Value,Yes,High,Loyalty Reward
7596-ZYWBB,0.0269,Low Risk,65,59.6,3739.8,Loyal Customers,2804.85,High Value,No,Low,No Action Needed
8329-UTMVM,0.54,Medium Risk,27,104.65,2964.0,Champions,2470.0,High Value,No,High,Loyalty Reward
3014-WJKSM,0.5675,Medium Risk,29,75.3,2263.4,At Risk,1320.32,High Value,No,High,Loyalty Reward
3347-YJZZE,0.2236,Low Risk,29,80.1,2211.8,Loyal Customers,1658.85,High Value,No,Low,No Action Needed
1029-QFBEN,0.602,Medium Risk,1,19.55,19.55,Inactive,4.89,Low Value,Yes,Medium,SMS Reminder
7929-DMBCV,0.4881,Medium Risk,20,81.0,1683.7,At Risk,982.16,High Value,No,High,Loyalty Reward
9661-JALZV,0.0481,Low Risk,58,24.7,1519.0,At Risk,886.08,High Value,No,Low,No Action Needed
5433-KYGHE,0.6445,Medium Risk,14,86.0,1164.05,Loyal Customers,776.03,Medium Value,No,Medium,SMS Reminder
4312-KFRXN,0.0076,Low Risk,72,25.4,1710.9,At Risk,998.03,High Value,No,Low,No Action Needed
5575-TPIZQ,0.5065,Medium Risk,46,89.15,4245.55,Loyal Customers,3184.16,Premium,No,High,Loyalty Reward
0114-IGABW,0.0236,Low Risk,71,58.25,4145.9,Loyal Customers,3109.42,Premium,No,Low,No Action Needed
9944-AEXBM,0.6308,Medium Risk,32,85.65,2664.3,Loyal Customers,1776.2,High Value,No,High,Loyalty Reward
1853-ARAAQ,0.3267,Low Risk,26,50.35,1277.5,At Risk,638.75,Medium Value,No,Low,No Action Needed
6952-OMNWB,0.5188,Medium Risk,68,80.35,5589.3,Loyal Customers,4191.98,Premium,No,High,Loyalty Reward
4697-LUPSU,0.0748,Low Risk,2,20.2,34.75,Inactive,8.69,Low Value,No,Low,No Action Needed
8434-VGEQQ,0.0171,Low Risk,61,20.55,1305.95,At Risk,652.98,Medium Value,No,Low,No Action Needed
4952-YSOGZ,0.9059,High Risk,4,85.95,381.3,At Risk,190.65,Medium Value,Yes,High,Discount Offer
1589-AGTLK,0.7733,High Risk,3,45.35,141.5,Inactive,47.17,Low Value,Yes,High,Email Campaign
5244-IRFIH,0.7971,High Risk,33,94.5,3105.55,Champions,2587.96,High Value,Yes,Critical,Personal Relationship Manager
6549-YMFAW,0.3254,Low Risk,9,21.25,204.55,Inactive,51.14,Low Value,No,Low,No Action Needed
4950-HKQTE,0.0834,Low Risk,22,26.25,605.9,Inactive,252.46,Medium Value,No,Low,No Action Needed
6786-OBWQR,0.787,High Risk,5,80.85,356.1,At Risk,178.05,Medium Value,No,High,Discount Offer
2684-EIWEO,0.575,Medium Risk,30,91.7,2758.15,Champions,2298.46,High Value,Yes,High,Loyalty Reward
2753-JMMCV,0.0379,Low Risk,65,74.2,4805.65,Champions,4405.18,Premium,No,Low,No Action Needed
6439-GTPCA,0.6113,Medium Risk,45,87.25,3941.7,Loyal Customers,2956.27,High Value,Yes,High,Loyalty Reward
6621-YOBKI,0.2858,Low Risk,5,20.35,92.75,Inactive,23.19,Low Value,No,Low,No Action Needed
1216-JWVUX,0.6317,Medium Risk,25,75.5,1901.05,At Risk,1108.95,High Value,No,High,Loyalty Reward
7564-GHCVB,0.0184,Low Risk,72,79.05,5730.7,Loyal Customers,4298.02,Premium,No,Low,No Action Needed
1173-NOEYG,0.5357,Medium Risk,27,90.15,2423.4,Loyal Customers,1817.55,High Value,No,High,Loyalty Reward
7595-EHCDL,0.3418,Low Risk,32,50.6,1653.45,At Risk,964.51,High Value,No,Low,No Action Needed
6647-ZEDXT,0.3235,Low Risk,30,110.45,3327.05,Champions,3049.8,Premium,No,Low,No Action Needed
2521-NPUZR,0.0956,Low Risk,70,101.0,7085.5,Champions,7085.5,Premium,No,Low,No Action Needed
1307-TVUFB,0.5863,Medium Risk,42,79.35,3344.1,Loyal Customers,2229.4,High Value,No,High,Loyalty Reward
7503-MIOGA,0.0226,Low Risk,72,89.85,6697.35,Champions,6139.24,Premium,No,Low,No Action Needed
4381-MHQDC,0.0528,Low Risk,47,65.0,2879.9,Loyal Customers,1919.93,High Value,No,Low,No Action Needed
6923-JHPMP,0.7534,High Risk,2,80.45,137.1,At Risk,68.55,Low Value,No,High,Email Campaign
5138-WVKYJ,0.8273,High Risk,10,98.55,1008.55,Loyal Customers,756.41,Medium Value,Yes,High,Discount Offer
4018-PPNDW,0.0215,Low Risk,61,24.1,1551.6,At Risk,905.1,High Value,No,Low,No Action Needed
1635-FJFCC,0.6077,Medium Risk,5,44.05,202.15,Inactive,67.38,Low Value,No,Medium,SMS Reminder
2499-AJYUA,0.0502,Low Risk,72,110.8,7882.25,Champions,7882.25,Premium,No,Low,No Action Needed
6919-ELBGL,0.0333,Low Risk,72,114.95,8196.4,Champions,8196.4,Premium,No,Low,No Action Needed
3966-HRMZA,0.79,High Risk,3,75.05,202.9,At Risk,101.45,Low Value,No,High,Email Campaign
6425-JWTDV,0.0117,Low Risk,48,19.25,855.1,Inactive,356.29,Medium Value,No,Low,No Action Needed
8405-IGQFX,0.0938,Low Risk,63,90.05,5817.0,Champions,5332.25,Premium,No,Low,No Action Needed
8224-IVVPA,0.2389,Low Risk,27,56.7,1652.95,At Risk,826.48,High Value,No,Low,No Action Needed
9477-LGWQI,0.0347,Low Risk,70,80.15,5600.15,Champions,5133.47,Premium,No,Low,No Action Needed
1410-RSCMR,0.2756,Low Risk,7,71.35,515.75,At Risk,300.85,Medium Value,No,Low,No Action Needed
0139-IVFJG,0.7474,High Risk,2,90.35,190.5,Loyal Customers,127.0,Low Value,No,High,Email Campaign
6683-VLCTZ,0.8874,High Risk,20,98.55,1842.8,Loyal Customers,1382.1,High Value,Yes,Critical,Personal Relationship Manager
5730-DBDSI,0.0187,Low Risk,66,19.7,1253.8,At Risk,626.9,Medium Value,No,Low,No Action Needed
0030-FNXPP,0.3964,Low Risk,3,19.85,57.2,Inactive,14.3,Low Value,No,Low,No Action Needed
2189-WWOEW,0.7348,High Risk,15,85.9,1269.55,At Risk,740.57,Medium Value,Yes,High,Discount Offer
5684-FJVYR,0.0172,Low Risk,72,90.35,6563.4,Champions,6016.45,Premium,No,Low,No Action Needed
4013-GUXND,0.5698,Medium Risk,1,20.8,20.8,Inactive,5.2,Low Value,No,Medium,SMS Reminder
1894-IGFSG,0.6605,Medium Risk,22,89.25,1907.85,At Risk,1112.91,High Value,Yes,High,Loyalty Reward
7379-POKDZ,0.8183,High Risk,3,70.3,208.85,Inactive,69.62,Low Value,Yes,High,Email Campaign
1266-NZYUI,0.0179,Low Risk,72,66.85,4758.8,Loyal Customers,3569.1,Premium,No,Low,No Action Needed
7969-FFOWG,0.0106,Low Risk,65,19.9,1292.6,At Risk,646.3,Medium Value,No,Low,No Action Needed
4718-DHSMV,0.5784,Medium Risk,11,35.8,363.15,Inactive,151.31,Low Value,No,Medium,SMS Reminder
5175-WLYXL,0.6028,Medium Risk,22,78.85,1600.25,At Risk,933.48,High Value,No,High,Loyalty Reward
7817-OMJNA,0.0877,Low Risk,14,20.4,275.7,Inactive,91.9,Low Value,No,Low,No Action Needed
8728-SKJLR,0.5345,Medium Risk,41,74.25,3089.1,Loyal Customers,2059.4,High Value,No,High,Loyalty Reward
3137-NYQQI,0.2249,Low Risk,17,64.8,1175.6,At Risk,685.77,Medium Value,No,Low,No Action Needed
7706-DZNKK,0.1989,Low Risk,11,20.45,237.3,Inactive,79.1,Low Value,No,Low,No Action Needed
0236-HFWSV,0.8727,High Risk,15,93.35,1444.65,Loyal Customers,1083.49,High Value,Yes,Critical,Personal Relationship Manager
3900-AQPHZ,0.6109,Medium Risk,1,19.9,19.9,Inactive,4.97,Low Value,Yes,Medium,SMS Reminder
5842-POCOP,0.7726,High Risk,5,88.9,454.15,At Risk,264.92,Medium Value,Yes,High,Discount Offer
2037-XJFUP,0.5451,Medium Risk,33,95.8,3036.75,Champions,2530.62,High Value,Yes,High,Loyalty Reward
8823-RLPWL,0.0179,Low Risk,72,110.65,8065.65,Champions,8065.65,Premium,No,Low,No Action Needed
9505-SQFSW,0.5678,Medium Risk,3,40.3,92.5,Inactive,38.54,Low Value,No,Medium,SMS Reminder
7314-OXENN,0.8881,High Risk,2,82.0,184.65,At Risk,92.32,Low Value,Yes,High,Email Campaign
3758-CKOQL,0.3438,Low Risk,59,107.0,6152.3,Champions,6152.3,Premium,No,Low,No Action Needed
0322-CHQRU,0.7465,High Risk,2,45.35,89.5,Inactive,29.83,Low Value,Yes,High,Email Campaign
5676-CFLYY,0.0158,Low Risk,71,73.35,5154.5,Champions,4295.42,Premium,No,Low,No Action Needed
7521-AFHAB,0.5394,Medium Risk,5,44.8,220.45,Inactive,73.48,Low Value,No,Medium,SMS Reminder
0285-INHLN,0.2264,Low Risk,27,54.75,1510.3,At Risk,755.15,Medium Value,No,Low,No Action Needed
4678-DVQEO,0.7569,High Risk,1,52.2,52.2,Inactive,21.75,Low Value,Yes,High,Email Campaign
5125-CNDSP,0.022,Low Risk,63,40.6,2588.95,Loyal Customers,1725.97,High Value,No,Low,No Action Needed
0691-IFBQW,0.565,Medium Risk,46,110.0,4874.8,Champions,4468.57,Premium,Yes,High,Loyalty Reward
4992-LTJNE,0.0145,Low Risk,72,55.3,3983.6,Loyal Customers,2655.73,High Value,No,Low,No Action Needed
2202-OUTMO,0.1424,Low Risk,34,60.85,2003.6,Loyal Customers,1335.73,High Value,No,Low,No Action Needed
0810-BDHAW,0.2207,Low Risk,24,78.4,1832.4,Loyal Customers,1374.3,High Value,No,Low,No Action Needed
0229-LFJAF,0.0123,Low Risk,72,69.65,4908.25,Champions,4090.21,Premium,No,Low,No Action Needed
7131-ZQZNK,0.0244,Low Risk,60,59.85,3590.2,Loyal Customers,2692.65,High Value,No,Low,No Action Needed
3442-ZHHCC,0.2684,Low Risk,68,76.9,5023.0,Champions,4604.42,Premium,No,Low,No Action Needed
5726-CVNYA,0.042,Low Risk,8,19.85,146.6,Inactive,36.65,Low Value,No,Low,No Action Needed
9871-ELEYA,0.0619,Low Risk,34,67.65,2339.3,Loyal Customers,1559.53,High Value,No,Low,No Action Needed
4257-GAESD,0.6394,Medium Risk,6,45.0,298.7,Inactive,124.46,Low Value,No,Medium,SMS Reminder
5173-WXOQV,0.5404,Medium Risk,2,64.2,143.65,At Risk,71.82,Low Value,No,Medium,SMS Reminder
2040-OBMLJ,0.1275,Low Risk,31,81.7,2548.65,Loyal Customers,1699.1,High Value,No,Low,No Action Needed
6286-ZHAOK,0.289,Low Risk,20,25.55,507.4,Inactive,211.42,Medium Value,No,Low,No Action Needed
3807-XHCJH,0.6151,Medium Risk,1,20.0,20.0,Inactive,5.0,Low Value,No,Medium,SMS Reminder
3009-JWMPU,0.6038,Medium Risk,62,96.75,6125.4,Champions,5614.95,Premium,Yes,High,Loyalty Reward
5671-RQRLP,0.1008,Low Risk,70,75.65,5411.4,Loyal Customers,4058.55,Premium,No,Low,No Action Needed
1450-GALXR,0.9412,High Risk,10,98.5,1058.25,Loyal Customers,793.69,Medium Value,Yes,High,Discount Offer
8859-AXJZP,0.034,Low Risk,39,23.8,903.8,At Risk,451.9,Medium Value,No,Low,No Action Needed
3174-AKMAS,0.0661,Low Risk,46,64.2,3009.5,Loyal Customers,2006.33,High Value,No,Low,No Action Needed
3138-BKYAV,0.8666,High Risk,6,85.35,489.45,At Risk,244.72,Medium Value,Yes,High,Discount Offer
9926-PJHDQ,0.0491,Low Risk,72,76.8,5468.45,Champions,4557.04,Premium,No,Low,No Action Needed
7382-DFJTU,0.3008,Low Risk,18,55.2,1058.1,At Risk,529.05,Medium Value,No,Low,No Action Needed
2798-NYLMZ,0.3325,Low Risk,71,108.55,7616.0,Champions,7616.0,Premium,No,Low,No Action Needed
4289-DTDKW,0.8028,High Risk,40,101.3,4113.1,Champions,3427.58,Premium,Yes,Critical,Personal Relationship Manager
1820-TQVEV,0.9358,High Risk,1,69.55,69.55,Inactive,23.18,Low Value,Yes,High,Email Campaign
2239-JALAW,0.5848,Medium Risk,58,103.25,6017.65,Champions,6017.65,Premium,Yes,High,Loyalty Reward
