customerID,Churn_Probability,Risk_Label,tenure,MonthlyCharges,TotalCharges,Segment,CLV_Enhanced,CLV_Tier,Churn,Priority,Retention_Strategy,Revenue_at_Risk
2003-CKLOR,0.5279,Medium Risk,66,99.5,6710.5,Champions,6151.29,Premium,Yes,High,Loyalty Reward,3247.27
0993-OSGPT,0.049,Low Risk,68,60.65,3975.9,Loyal Customers,2981.92,High Value,No,Low,No Action Needed,146.11
9254-RBFON,0.3879,Low Risk,17,98.6,1704.95,Loyal Customers,1278.71,High Value,Yes,Low,No Action Needed,496.01
1205-WNWPJ,0.4397,Medium Risk,7,59.5,415.95,Inactive,173.31,Medium Value,Yes,Medium,SMS Reminder,76.2
9391-EOYLI,0.8038,High Risk,12,80.45,950.2,At Risk,554.28,Medium Value,Yes,High,Discount Offer,445.53
7108-DGVUU,0.2034,Low Risk,21,71.7,1497.05,Loyal Customers,998.03,High Value,No,Low,No Action Needed,203.0
2782-JEEBU,0.305,Low Risk,21,36.0,780.15,At Risk,390.08,Medium Value,No,Low,No Action Needed,118.97
5127-BZENZ,0.0802,Low Risk,56,65.2,3512.15,Loyal Customers,2634.11,High Value,No,Low,No Action Needed,211.26
2720-FVBQP,0.5886,Medium Risk,6,48.95,273.25,Inactive,113.85,Low Value,No,Medium,SMS Reminder,67.01
9906-NHHVC,0.0591,Low Risk,65,53.5,3517.9,Loyal Customers,2638.42,High Value,No,Low,No Action Needed,155.93
4522-XRWWI,0.2761,Low Risk,42,80.45,3375.9,Champions,2813.25,High Value,No,Low,No Action Needed,776.74
3766-EJLFL,0.1565,Low Risk,68,109.05,7508.55,Champions,7508.55,Premium,No,Low,No Action Needed,1175.09
5939-SXWHM,0.0358,Low Risk,48,26.3,1245.05,At Risk,622.52,Medium Value,No,Low,No Action Needed,22.29
8152-UOBNY,0.5951,Medium Risk,50,106.8,5347.95,Champions,4902.29,Premium,No,High,Loyalty Reward,2917.35
7351-KYHQH,0.5645,Medium Risk,7,64.95,493.65,At Risk,246.82,Medium Value,No,Medium,SMS Reminder,139.33
7643-RCHXS,0.064,Low Risk,63,19.35,1263.85,At Risk,631.92,Medium Value,No,Low,No Action Needed,40.44
8246-SHFGA,0.224,Low Risk,17,21.1,385.55,Inactive,128.52,Low Value,No,Low,No Action Needed,28.79
8387-MOJJT,0.4982,Medium Risk,42,77.95,3384.0,Loyal Customers,2256.0,High Value,Yes,High,Loyalty Reward,1123.94
0620-XEFWH,0.0885,Low Risk,4,18.85,84.2,Inactive,21.05,Low Value,No,Low,No Action Needed,1.86
6485-QXWWE,0.0177,Low Risk,62,26.0,1638.7,At Risk,955.91,High Value,No,Low,No Action Needed,16.92
2761-OCIAX,0.8559,High Risk,2,74.7,165.4,At Risk,82.7,Low Value,Yes,High,Email Campaign,70.78
7321-VGNKU,0.8359,High Risk,2,70.35,120.25,Inactive,40.08,Low Value,No,High,Email Campaign,33.5
5327-CNLUQ,0.1535,Low Risk,48,96.9,4473.45,Champions,4100.66,Premium,No,Low,No Action Needed,629.45
7552-KEYGT,0.036,Low Risk,27,19.55,520.55,Inactive,173.52,Medium Value,No,Low,No Action Needed,6.25
5816-JMLGY,0.024,Low Risk,70,80.4,5717.85,Champions,5241.36,Premium,No,Low,No Action Needed,125.79
3068-OMWZA,0.9623,High Risk,1,88.8,88.8,At Risk,51.8,Low Value,Yes,High,Email Campaign,49.85
2927-QRRQV,0.5481,Medium Risk,46,94.65,4312.5,Champions,3593.75,Premium,No,High,Loyalty Reward,1969.73
6032-KRXXO,0.7319,High Risk,30,90.25,2755.35,Loyal Customers,2066.51,High Value,Yes,Critical,Personal Relationship Manager,1512.48
7459-RRWQZ,0.4022,Medium Risk,15,64.65,994.55,At Risk,580.15,Medium Value,Yes,Medium,SMS Reminder,233.34
6265-SXWBU,0.1929,Low Risk,69,95.75,6511.25,Champions,5968.65,Premium,No,Low,No Action Needed,1151.35
7941-RCJOW,0.0105,Low Risk,65,19.55,1218.65,At Risk,609.33,Medium Value,No,Low,No Action Needed,6.4
6374-NTQLP,0.0443,Low Risk,72,104.1,7447.7,Champions,7447.7,Premium,No,Low,No Action Needed,329.93
4154-AQUGT,0.6379,Medium Risk,13,89.05,1169.35,Loyal Customers,779.57,Medium Value,Yes,Medium,SMS Reminder,497.29
2387-KDZQY,0.0581,Low Risk,17,20.1,279.5,Inactive,93.17,Low Value,No,Low,No Action Needed,5.41
3584-WKTTW,0.6527,Medium Risk,51,111.55,5720.35,Champions,5243.65,Premium,No,High,Loyalty Reward,3422.53
3399-BMLVW,0.0831,Low Risk,51,60.5,3121.45,Loyal Customers,2080.97,High Value,No,Low,No Action Needed,172.93
1971-DTCZB,0.0178,Low Risk,72,90.95,6468.6,Champions,6468.6,Premium,No,Low,No Action Needed,115.14
3092-IGHWF,0.3614,Low Risk,67,87.4,5918.8,Champions,4932.33,Premium,Yes,Low,No Action Needed,1782.54
3374-PZLXD,0.1529,Low Risk,34,19.7,675.6,Inactive,281.5,Medium Value,No,Low,No Action Needed,43.04
3813-DHBBB,0.0217,Low Risk,67,50.95,3521.7,Loyal Customers,2641.27,High Value,No,Low,No Action Needed,57.32
2812-REYAT,0.0481,Low Risk,49,20.05,923.1,Inactive,384.62,Medium Value,No,Low,No Action Needed,18.5
6518-PPLMZ,0.1043,Low Risk,53,19.4,1110.35,Inactive,462.65,Medium Value,No,Low,No Action Needed,48.25
4939-KYYPY,0.2508,Low Risk,27,59.45,1611.65,At Risk,940.13,High Value,No,Low,No Action Needed,235.78
8017-LXHFA,0.7847,High Risk,23,94.75,2293.6,Loyal Customers,1720.2,High Value,Yes,Critical,Personal Relationship Manager,1349.84
5930-GBIWP,0.041,Low Risk,69,81.5,5553.25,Champions,5090.48,Premium,No,Low,No Action Needed,208.71
6022-KOUQO,0.5739,Medium Risk,2,29.05,44.75,Inactive,11.19,Low Value,No,Medium,SMS Reminder,6.42
6352-TWCAU,0.7897,High Risk,35,86.45,3029.1,Loyal Customers,2019.4,High Value,Yes,Critical,Personal Relationship Manager,1594.72
2361-UPSND,0.2455,Low Risk,46,70.6,3231.05,Loyal Customers,2423.29,High Value,No,Low,No Action Needed,594.92
6035-RIIOM,0.2733,Low Risk,54,97.2,5129.45,Champions,4274.54,Premium,No,Low,No Action Needed,1168.23
2929-QNSRW,0.5194,Medium Risk,56,98.25,5508.35,Champions,5049.32,Premium,Yes,High,Loyalty Reward,2622.62
1262-OPMFY,0.7384,High Risk,9,75.75,655.9,At Risk,327.95,Medium Value,Yes,High,Discount Offer,242.16
9504-DSHWM,0.2022,Low Risk,20,59.2,1191.2,At Risk,694.87,Medium Value,No,Low,No Action Needed,140.5
5035-BVCXS,0.7052,High Risk,11,75.9,866.4,At Risk,505.4,Medium Value,No,High,Discount Offer,356.41
6267-DCFFZ,0.7704,High Risk,30,90.05,2627.2,Champions,2189.33,High Value,No,Critical,Personal Relationship Manager,1686.66
3533-UVMOM,0.0388,Low Risk,68,70.95,4741.45,Champions,3951.21,Premium,No,Low,No Action Needed,153.31
2439-LYPMQ,0.7168,High Risk,38,102.6,4009.2,Champions,3675.1,Premium,No,Critical,Personal Relationship Manager,2634.31
4248-QPAVC,0.6197,Medium Risk,17,85.35,1463.45,Loyal Customers,975.63,High Value,Yes,High,Loyalty Reward,604.6
1899-VXWXM,0.6277,Medium Risk,48,106.1,5082.8,Champions,4659.23,Premium,Yes,High,Loyalty Reward,2924.6
1478-VPOAD,0.7944,High Risk,1,43.8,43.8,Inactive,14.6,Low Value,No,High,Email Campaign,11.6
9995-HOTOH,0.0618,Low Risk,63,59.0,3707.6,Loyal Customers,2780.7,High Value,No,Low,No Action Needed,171.85
2988-PLAHS,0.504,Medium Risk,3,69.95,220.45,At Risk,110.22,Low Value,No,Medium,SMS Reminder,55.55
1371-OJCEK,0.1039,Low Risk,48,24.35,1133.7,At Risk,566.85,Medium Value,No,Low,No Action Needed,58.9
4999-IEZLT,0.0766,Low Risk,66,29.45,1983.15,At Risk,991.58,High Value,No,Low,No Action Needed,75.96
8883-ANODQ,0.0809,Low Risk,68,84.4,5746.75,Champions,4788.96,Premium,No,Low,No Action Needed,387.43
4690-LLKUA,0.6008,Medium Risk,17,45.05,770.6,Inactive,321.08,Medium Value,Yes,Medium,SMS Reminder,192.9
2351-RRBUE,0.0602,Low Risk,7,20.65,134.05,Inactive,33.51,Low Value,No,Low,No Action Needed,2.02
5980-BDHPY,0.0173,Low Risk,72,87.1,6230.1,Champions,5710.92,Premium,No,Low,No Action Needed,98.8
1498-DQNRX,0.1619,Low Risk,29,19.85,573.05,Inactive,191.02,Medium Value,No,Low,No Action Needed,30.93
9469-WEJBT,0.419,Medium Risk,37,90.35,3419.3,Champions,2849.42,High Value,No,High,Loyalty Reward,1193.91
3331-HQDTW,0.4435,Medium Risk,34,109.8,3587.25,Champions,3288.31,Premium,Yes,High,Loyalty Reward,1458.37
9490-DFPMD,0.7519,High Risk,42,84.65,3541.35,Loyal Customers,2360.9,High Value,Yes,Critical,Personal Relationship Manager,1775.16
2581-VKIRT,0.0297,Low Risk,59,65.5,3801.3,Loyal Customers,2850.98,High Value,No,Low,No Action Needed,84.67
5442-XSDCW,0.7578,High Risk,11,79.5,868.5,At Risk,506.63,Medium Value,Yes,High,Discount Offer,383.92
7426-WEIJX,0.3574,Low Risk,60,80.95,4859.1,Loyal Customers,3644.32,Premium,No,Low,No Action Needed,1302.48
2851-MMUTZ,0.2364,Low Risk,27,56.15,1439.35,At Risk,719.68,Medium Value,No,Low,No Action Needed,170.13
3049-NDXFL,0.9382,High Risk,1,85.8,85.8,At Risk,42.9,Low Value,Yes,High,Email Campaign,40.25
8580-AECUZ,0.9429,High Risk,1,79.1,79.1,At Risk,39.55,Low Value,Yes,High,Email Campaign,37.29
3307-TLCUD,0.3793,Low Risk,17,34.4,592.75,Inactive,246.98,Medium Value,No,Low,No Action Needed,93.68
6625-FLENO,0.0454,Low Risk,58,20.75,1185.95,At Risk,592.98,Medium Value,No,Low,No Action Needed,26.92
2967-MXRAV,0.0301,Low Risk,1,18.8,18.8,Inactive,4.7,Low Value,No,Low,No Action Needed,0.14
7963-GQRMY,0.6462,Medium Risk,3,44.3,134.5,Inactive,44.83,Low Value,Yes,Medium,SMS Reminder,28.97
8189-HBVRW,0.5226,Medium Risk,53,90.8,4921.2,Champions,4101.0,Premium,No,High,Loyalty Reward,2143.18
4163-KIUHY,0.2399,Low Risk,35,25.6,901.25,At Risk,450.62,Medium Value,No,Low,No Action Needed,108.1
1228-FZFRV,0.6607,Medium Risk,50,105.95,5341.8,Champions,4896.65,Premium,Yes,High,Loyalty Reward,3235.22
3500-NSDOA,0.0408,Low Risk,68,70.8,4859.95,Champions,4049.96,Premium,No,Low,No Action Needed,165.24
1171-TYKUR,0.2599,Low Risk,47,25.4,1139.2,At Risk,569.6,Medium Value,No,Low,No Action Needed,148.04
3761-FLYZI,0.4061,Medium Risk,65,108.8,7082.45,Champions,7082.45,Premium,No,High,Loyalty Reward,2876.18
2058-DCJBE,0.8322,High Risk,5,69.75,324.6,Inactive,108.2,Low Value,Yes,High,Email Campaign,90.04
5364-XYIRR,0.7721,High Risk,51,94.65,4812.75,Champions,4010.62,Premium,Yes,Critical,Personal Relationship Manager,3096.6
4829-AUOAX,0.5782,Medium Risk,46,96.05,4399.5,Champions,3666.25,Premium,Yes,High,Loyalty Reward,2119.83
1219-NNDDO,0.8619,High Risk,9,76.85,663.55,At Risk,331.78,Medium Value,No,High,Discount Offer,285.96
8388-DMKAE,0.0354,Low Risk,8,20.25,174.65,Inactive,43.66,Low Value,No,Low,No Action Needed,1.55
4403-BWPAY,0.169,Low Risk,14,24.8,321.7,Inactive,134.04,Low Value,No,Low,No Action Needed,22.65
9659-QEQSY,0.5721,Medium Risk,45,115.65,5125.5,Champions,4698.38,Premium,No,High,Loyalty Reward,2687.94
5405-ZMYXQ,0.8046,High Risk,8,74.6,548.9,At Risk,274.45,Medium Value,No,High,Discount Offer,220.82
5047-LHVLY,0.8382,High Risk,1,50.15,50.15,Inactive,20.9,Low Value,Yes,High,Email Campaign,17.52
1442-OKRJE,0.264,Low Risk,66,103.15,7031.3,Champions,7031.3,Premium,No,Low,No Action Needed,1856.26
4737-AQCPU,0.0213,Low Risk,72,72.1,5016.65,Champions,4598.6,Premium,No,Low,No Action Needed,97.95
9158-VCTQB,0.7171,High Risk,41,113.6,4594.95,Champions,4212.04,Premium,Yes,Critical,Personal Relationship Manager,3020.45
2808-CHTDM,0.068,Low Risk,23,25.1,611.45,Inactive,254.77,Medium Value,No,Low,No Action Needed,17.32
6311-UEUME,0.7475,High Risk,29,78.9,2384.15,At Risk,1390.75,High Value,Yes,Critical,Personal Relationship Manager,1039.59
0793-TWELN,0.7205,High Risk,4,80.15,319.85,At Risk,159.93,Low Value,No,High,Email Campaign,115.23
3283-WCWXT,0.0704,Low Risk,6,25.4,153.3,Inactive,51.1,Low Value,No,Low,No Action Needed,3.6
1060-ENTOF,0.4141,Medium Risk,67,105.4,7035.6,Champions,7035.6,Premium,No,High,Loyalty Reward,2913.44
0999-QXNSA,0.5187,Medium Risk,7,45.75,344.2,Inactive,114.73,Low Value,No,Medium,SMS Reminder,59.51
5451-MHQOF,0.0458,Low Risk,56,24.45,1431.65,At Risk,835.13,High Value,No,Low,No Action Needed,38.25
4836-WNFNO,0.0098,Low Risk,72,25.0,1849.2,At Risk,1078.7,High Value,No,Low,No Action Needed,10.57
9225-BZLNZ,0.0641,Low Risk,72,85.25,6083.1,Champions,5576.18,Premium,No,Low,No Action Needed,357.43
0354-VXMJC,0.0264,Low Risk,23,19.6,426.65,Inactive,142.22,Low Value,No,Low,No Action Needed,3.75
4422-QVIJA,0.1971,Low Risk,35,50.15,1655.35,At Risk,965.62,High Value,No,Low,No Action Needed,190.32
9365-SRSZE,0.6193,Medium Risk,27,70.55,1943.9,At Risk,971.95,High Value,No,High,Loyalty Reward,601.93
6839-ITVZJ,0.3301,Low Risk,26,60.05,1616.15,At Risk,942.75,High Value,Yes,Low,No Action Needed,311.2
8332-OSJDW,0.144,Low Risk,12,26.4,314.95,Inactive,131.23,Low Value,No,Low,No Action Needed,18.9
4735-BJKOU,0.0218,Low Risk,40,20.15,804.85,Inactive,335.35,Medium Value,No,Low,No Action Needed,7.31
0274-JKUJR,0.3611,Low Risk,7,58.85,465.7,At Risk,232.85,Medium Value,No,Low,No Action Needed,84.08
5740-YHGTW,0.396,Low Risk,70,97.55,6669.05,Champions,6113.3,Premium,No,Low,No Action Needed,2420.87
8917-SZTTJ,0.0297,Low Risk,60,19.65,1161.75,At Risk,580.88,Medium Value,No,Low,No Action Needed,17.25
1696-MZVAU,0.1036,Low Risk,39,25.25,947.75,Inactive,394.9,Medium Value,No,Low,No Action Needed,40.91
7359-WWYJV,0.0358,Low Risk,72,114.45,8375.05,Champions,8375.05,Premium,No,Low,No Action Needed,299.83
0375-HVGXO,0.8908,High Risk,1,34.7,34.7,Inactive,8.68,Low Value,Yes,High,Email Campaign,7.73
4906-ZHGPK,0.1153,Low Risk,54,70.7,3770.0,Loyal Customers,2827.5,High Value,No,Low,No Action Needed,326.01
8593-WHYHV,0.9248,High Risk,3,85.3,264.8,At Risk,132.4,Low Value,Yes,High,Email Campaign,122.44
3795-GWTRD,0.035,Low Risk,63,75.55,4707.85,Champions,4315.53,Premium,No,Low,No Action Needed,151.04
1298-PHBTI,0.0972,Low Risk,71,84.8,6152.4,Champions,5127.0,Premium,No,Low,No Action Needed,498.34
6223-DHJGV,0.0334,Low Risk,42,20.65,958.1,Inactive,399.21,Medium Value,No,Low,No Action Needed,13.33
6961-MJKBO,0.0258,Low Risk,47,20.45,943.0,Inactive,392.92,Medium Value,No,Low,No Action Needed,10.14
6097-EQISJ,0.4354,Medium Risk,66,102.45,6615.15,Champions,6615.15,Premium,Yes,High,Loyalty Reward,2880.24
4423-YLHDV,0.7701,High Risk,21,104.4,2200.25,Champions,1833.54,High Value,Yes,Critical,Personal Relationship Manager,1412.01
8158-WPEZG,0.5205,Medium Risk,11,35.65,425.1,At Risk,212.55,Medium Value,No,Medium,SMS Reminder,110.63
0107-YHINA,0.9711,High Risk,1,99.75,99.75,Loyal Customers,66.5,Low Value,Yes,High,Email Campaign,64.58
4918-FYJNT,0.4834,Medium Risk,55,90.45,5044.8,Champions,4204.0,Premium,No,High,Loyalty Reward,2032.21
0727-BNRLG,0.1163,Low Risk,69,97.65,6743.55,Champions,6743.55,Premium,No,Low,No Action Needed,784.27
4854-CIDCF,0.8519,High Risk,3,73.85,196.4,At Risk,98.2,Low Value,No,High,Email Campaign,83.66
8640-SDGKB,0.6585,Medium Risk,4,74.4,299.7,At Risk,174.82,Medium Value,Yes,Medium,SMS Reminder,115.12
3280-MRDOF,0.066,Low Risk,30,69.1,2093.9,Loyal Customers,1395.93,High Value,No,Low,No Action Needed,92.13
6435-SRWBJ,0.8826,High Risk,5,82.75,417.75,At Risk,243.69,Medium Value,No,High,Discount Offer,215.08
9964-WBQDJ,0.012,Low Risk,71,24.4,1725.4,At Risk,1006.48,High Value,No,Low,No Action Needed,12.08
6303-KFWSL,0.1422,Low Risk,29,55.25,1620.2,At Risk,810.1,Medium Value,No,Low,No Action Needed,115.2
1702-CCFNJ,0.1304,Low Risk,52,61.35,3169.55,Loyal Customers,2113.03,High Value,No,Low,No Action Needed,275.54
8932-CZHRQ,0.2892,Low Risk,68,76.75,5233.25,Champions,4797.15,Premium,No,Low,No Action Needed,1387.34
0386-CWRGM,0.0371,Low Risk,46,19.4,967.85,Inactive,403.27,Medium Value,No,Low,No Action Needed,14.96
5515-RUGKN,0.4025,Medium Risk,8,54.75,438.05,Inactive,182.52,Medium Value,No,Medium,SMS Reminder,73.46
0404-AHASP,0.005,Low Risk,72,19.7,1421.9,At Risk,710.95,Medium Value,No,Low,No Action Needed,3.55
7279-NMVJC,0.0913,Low Risk,17,19.9,323.15,Inactive,107.72,Low Value,No,Low,No Action Needed,9.83
2081-VEYEH,0.7294,High Risk,3,107.95,318.6,Loyal Customers,238.95,Medium Value,No,High,Discount Offer,174.29
6407-UTSLV,0.8634,High Risk,2,83.8,163.7,At Risk,81.85,Low Value,No,High,Email Campaign,70.67
4116-TZAQJ,0.6042,Medium Risk,9,74.25,639.65,At Risk,319.82,Medium Value,Yes,Medium,SMS Reminder,193.24
9060-HJJRW,0.2884,Low Risk,51,56.4,2928.5,Loyal Customers,1952.33,High Value,No,Low,No Action Needed,563.05
2587-YNLES,0.0316,Low Risk,6,20.1,100.35,Inactive,25.09,Low Value,No,Low,No Action Needed,0.79
7398-SKNQZ,0.9155,High Risk,3,94.9,273.2,Loyal Customers,182.13,Medium Value,No,High,Discount Offer,166.74
5935-FCCNB,0.8592,High Risk,17,94.2,1608.15,Loyal Customers,1206.11,High Value,No,Critical,Personal Relationship Manager,1036.29
1958-RNRKS,0.3306,Low Risk,30,49.9,1441.95,At Risk,841.14,High Value,No,Low,No Action Needed,278.08
5136-RGMZO,0.2665,Low Risk,31,71.05,2168.15,Loyal Customers,1626.11,High Value,No,Low,No Action Needed,433.36
8345-MVDYC,0.03,Low Risk,45,81.65,3618.7,Champions,3015.58,Premium,No,Low,No Action Needed,90.47
8226-BXGES,0.0579,Low Risk,64,89.45,5692.65,Champions,4743.88,Premium,No,Low,No Action Needed,274.67
3877-JRJIP,0.8706,High Risk,1,59.85,59.85,Inactive,24.94,Low Value,Yes,High,Email Campaign,21.71
8375-DKEBR,0.9421,High Risk,1,69.6,69.6,Inactive,23.2,Low Value,Yes,High,Email Campaign,21.86
9705-IOVQQ,0.2777,Low Risk,61,99.0,5969.3,Champions,5471.86,Premium,No,Low,No Action Needed,1519.54
1015-OWJKI,0.3076,Low Risk,1,19.05,19.05,Inactive,4.76,Low Value,No,Low,No Action Needed,1.46
7511-YMXVQ,0.7801,High Risk,9,45.4,418.8,Inactive,174.5,Medium Value,Yes,High,Discount Offer,136.13
2040-XBAVJ,0.0314,Low Risk,72,114.45,8100.55,Champions,8100.55,Premium,No,Low,No Action Needed,254.36
7551-JOHTI,0.6052,Medium Risk,1,19.5,19.5,Inactive,4.88,Low Value,Yes,Medium,SMS Reminder,2.95
8887-IPQNC,0.5129,Medium Risk,7,44.25,313.45,Inactive,104.48,Low Value,No,Medium,SMS Reminder,53.59
8646-JCOMS,0.0956,Low Risk,66,90.55,6130.95,Champions,5620.04,Premium,No,Low,No Action Needed,537.28
9804-ICWBG,0.9358,High Risk,1,69.9,69.9,Inactive,23.3,Low Value,Yes,High,Email Campaign,21.8
1222-KJNZD,0.1317,Low Risk,40,20.4,745.3,Inactive,310.54,Medium Value,No,Low,No Action Needed,40.9
0106-GHRQR,0.4275,Medium Risk,16,71.4,1212.1,Loyal Customers,808.07,Medium Value,No,Medium,SMS Reminder,345.45
5318-IXUZF,0.8778,High Risk,2,87.15,183.75,At Risk,91.88,Low Value,Yes,High,Email Campaign,80.65
3768-VHXQO,0.0205,Low Risk,67,24.85,1583.5,At Risk,923.71,High Value,No,Low,No Action Needed,18.94
8952-WCVCD,0.4349,Medium Risk,41,104.45,4162.05,Champions,3815.21,Premium,No,High,Loyalty Reward,1659.23
2418-TPEUN,0.0388,Low Risk,56,19.8,1119.9,At Risk,559.95,Medium Value,No,Low,No Action Needed,21.73
3963-RYFNS,0.0549,Low Risk,72,116.45,8013.55,Champions,8013.55,Premium,No,Low,No Action Needed,439.94
3198-VELRD,0.9235,High Risk,3,84.75,264.85,At Risk,132.43,Low Value,Yes,High,Email Campaign,122.3
8540-ZQGEA,0.0614,Low Risk,54,20.05,1102.4,Inactive,459.33,Medium Value,No,Low,No Action Needed,28.2
1320-REHCS,0.7495,High Risk,52,110.75,5832.0,Champions,5346.0,Premium,No,Critical,Personal Relationship Manager,4006.83
4137-JOPHL,0.0335,Low Risk,50,89.7,4304.5,Loyal Customers,3228.38,Premium,No,Low,No Action Needed,108.15
9436-ZBZCT,0.8254,High Risk,14,89.95,1178.4,Loyal Customers,883.8,High Value,Yes,Critical,Personal Relationship Manager,729.49
7801-CEDNV,0.104,Low Risk,27,48.7,1421.75,At Risk,710.88,Medium Value,No,Low,No Action Needed,73.93
2057-BOYKM,0.0379,Low Risk,72,96.6,6827.5,Champions,6827.5,Premium,No,Low,No Action Needed,258.76
3658-QQJYD,0.2079,Low Risk,62,74.3,4698.05,Champions,3915.04,Premium,No,Low,No Action Needed,813.94
1803-BGNBD,0.5256,Medium Risk,12,54.3,654.5,At Risk,327.25,Medium Value,No,Medium,SMS Reminder,172.0
0134-XWXCE,0.3455,Low Risk,44,74.85,3268.05,Loyal Customers,2451.04,High Value,No,Low,No Action Needed,846.83
6950-TWMYB,0.0272,Low Risk,54,79.95,4362.05,Loyal Customers,2908.03,High Value,No,Low,No Action Needed,79.1
5848-FHRFC,0.0163,Low Risk,68,20.05,1386.9,At Risk,693.45,Medium Value,No,Low,No Action Needed,11.3
2243-FNMMI,0.2066,Low Risk,20,19.4,415.4,Inactive,138.47,Low Value,No,Low,No Action Needed,28.61
2511-MORQY,0.085,Low Risk,50,54.9,2614.1,At Risk,1524.89,High Value,No,Low,No Action Needed,129.62
5356-KZCKT,0.0481,Low Risk,58,24.45,1513.6,At Risk,882.93,High Value,No,Low,No Action Needed,42.47
9470-XCCEM,0.5324,Medium Risk,35,89.65,3161.6,Loyal Customers,2371.2,High Value,No,High,Loyalty Reward,1262.43
6519-CFDBX,0.7756,High Risk,2,45.4,80.95,Inactive,26.98,Low Value,No,High,Email Campaign,20.93
3902-MIVLE,0.0153,Low Risk,63,75.7,4676.7,Champions,4286.97,Premium,No,Low,No Action Needed,65.59
0409-WTMPL,0.5083,Medium Risk,58,110.65,6526.65,Champions,6526.65,Premium,No,High,Loyalty Reward,3317.5
8763-KIAFH,0.0363,Low Risk,27,20.55,583.3,Inactive,194.43,Medium Value,No,Low,No Action Needed,7.06
3669-WHAFY,0.0739,Low Risk,71,115.15,8078.1,Champions,8078.1,Premium,No,Low,No Action Needed,596.97
3055-VTCGS,0.12,Low Risk,63,58.55,3503.5,Loyal Customers,2335.67,High Value,No,Low,No Action Needed,280.28
3144-KMTWZ,0.2721,Low Risk,71,93.25,6669.45,Champions,6113.66,Premium,No,Low,No Action Needed,1663.53
7279-BUYWN,0.7602,High Risk,41,113.2,4689.5,Champions,4298.71,Premium,Yes,Critical,Personal Relationship Manager,3267.88
7156-MHUGY,0.861,High Risk,13,90.5,1201.15,Loyal Customers,800.77,Medium Value,Yes,High,Discount Offer,689.46
7198-GLXTC,0.8441,High Risk,2,79.0,143.65,At Risk,71.82,Low Value,Yes,High,Email Campaign,60.62
2007-QVGAW,0.0379,Low Risk,68,19.35,1292.65,At Risk,646.33,Medium Value,No,Low,No Action Needed,24.5
5207-PLSTK,0.706,High Risk,1,48.75,48.75,Inactive,20.31,Low Value,No,High,Email Campaign,14.34
2307-FYNNL,0.2266,Low Risk,65,109.05,7108.2,Champions,7108.2,Premium,No,Low,No Action Needed,1610.72
5605-XNWEN,0.0147,Low Risk,72,25.0,1802.55,At Risk,1051.49,High Value,No,Low,No Action Needed,15.46
2155-AMQRX,0.2432,Low Risk,28,54.9,1505.15,At Risk,752.58,Medium Value,No,Low,No Action Needed,183.03
6181-AXXYF,0.0096,Low Risk,72,24.75,1859.1,At Risk,1084.47,High Value,No,Low,No Action Needed,10.41
5091-HFAZW,0.8249,High Risk,2,91.15,168.5,Loyal Customers,112.33,Low Value,No,High,Email Campaign,92.66
0516-VRYBW,0.0737,Low Risk,18,20.15,390.85,Inactive,130.28,Low Value,Yes,Low,No Action Needed,9.6
2519-LBNQL,0.5367,Medium Risk,60,104.35,6339.45,Champions,6339.45,Premium,No,High,Loyalty Reward,3402.38
8623-ULFNQ,0.4199,Medium Risk,26,66.05,1652.4,At Risk,963.9,High Value,No,High,Loyalty Reward,404.74
8380-PEFPE,0.9232,High Risk,1,71.65,71.65,Inactive,29.85,Low Value,Yes,High,Email Campaign,27.56
5687-DKDTV,0.2885,Low Risk,4,20.35,77.5,Inactive,19.38,Low Value,Yes,Low,No Action Needed,5.59
1568-LJSZU,0.0884,Low Risk,68,92.2,6392.85,Champions,6392.85,Premium,No,Low,No Action Needed,565.13
7530-HDYDS,0.6084,Medium Risk,38,84.25,3264.5,Loyal Customers,2448.38,High Value,Yes,High,Loyalty Reward,1489.59
7789-HKSBS,0.6158,Medium Risk,42,105.2,4599.15,Champions,4215.89,Premium,No,High,Loyalty Reward,2596.15
7416-CKTEP,0.0689,Low Risk,57,19.6,1134.25,At Risk,567.12,Medium Value,No,Low,No Action Needed,39.07
2586-CWXVV,0.5532,Medium Risk,54,30.4,1621.35,Inactive,675.56,Medium Value,No,Medium,SMS Reminder,373.72
3096-IZETN,0.6931,Medium Risk,12,78.1,947.3,At Risk,552.59,Medium Value,Yes,Medium,SMS Reminder,383.0
2348-KCJLT,0.0957,Low Risk,44,61.5,2722.2,Loyal Customers,1814.8,High Value,No,Low,No Action Needed,173.68
8401-EMUWF,0.1708,Low Risk,42,69.4,3058.3,Loyal Customers,2038.87,High Value,No,Low,No Action Needed,348.24
4193-IBKSW,0.0094,Low Risk,72,24.75,1769.6,At Risk,1032.27,High Value,No,Low,No Action Needed,9.7
5377-NDTOU,0.0166,Low Risk,71,91.05,6293.75,Champions,6293.75,Premium,No,Low,No Action Needed,104.48
5922-ABDVO,0.5416,Medium Risk,19,89.65,1761.05,Loyal Customers,1174.03,High Value,Yes,High,Loyalty Reward,635.85
2474-LCNUE,0.3418,Low Risk,23,73.65,1642.75,Loyal Customers,1095.17,High Value,No,Low,No Action Needed,374.33
0839-QNXME,0.0257,Low Risk,30,19.4,578.5,Inactive,241.04,Medium Value,No,Low,No Action Needed,6.19
